20230306-CD,20230306-E,20230306-M,20230312-CD,20230312-E,20230312-M,20230707-CD,20230707-E,20230707-M,20230922-CD,20230922-E,20230922-M
,,,,,,,,,,79.4,
,,,,,,,,,,89.2,
,,,,,,,,,,39.4,
,,,,,,,,,,106.0,
,,,,,,,,,,35.3,
,,,,,,,,,,33.0,
,,,,,,,,,,170.0,
,,,,,,,,,,102.0,
,,,,,,,,,,213.0,
,,,,,,,,,,84.8,
,,,,,,,,,,137.0,
,,,,,,,,,,25.0,
,,,,,,,,,,63.099999999999994,
,,,,,,,,,,393.0,
,,,,,,,,,,117.00000000000001,
,,,,,,,,,,42.2,
,,,,,,,,,,43.9,
,,,,,,,,,,149.0,
,,,,,,,,,,23.5,
,,,,,,,,,,36.099999999999994,
,,,,,,,,,,83.5,
,,,,,,,,,,39.9,
,,,,,,,,,,36.099999999999994,
,,,,,,,,,,261.0,
,,,,,,,,,,53.5,
,,,,,,,,,,108.0,
,,,,,,,,,,121.99999999999999,
,,,,,,,,,,19.900000000000002,
,,,,,,,,,,86.10000000000001,
,,,,,,,,,,62.800000000000004,
,,,,,,,,,,29.400000000000002,
,,,,,,,,,,37.1,
,,,,,,,,,,28.7,
,,,,,,,,,,125.00000000000001,
,,,,,,,,,,33.800000000000004,
,,,,,,,,,,425.0,
,,,,,,,,,,180.0,
,,,,,,,,,,24.3,
,,,,,,,,,,441.0,
,,,,,,,,,,688.0,
,,,,,,,,,,22.6,
,,,,,,,,,,48.800000000000004,
,,,,,,,,,,55.699999999999996,
,,,,,,,,,,70.30000000000001,
,,,,,,,,,,149.0,
,,,,,,,,,,107.0,
,,,,,,,,,,157.0,
,,,,,,,,,,22.9,
,,,,,,,,,,35.699999999999996,
,,,,,,,,,,48.5,
,,,,,,,,,,21.599999999999998,
,,,,,,,,,,52.1,
,,,,,,,,,,84.6,
,,,,,,,,,,44.5,
,,,,,,,,,,166.0,
,,,,,,,,,,67.5,
,,,,,,,,,,47.4,
,,,,,,,,,,59.2,
,,,,,,,,,,133.0,
,,,,,,,,,,56.4,
,,,,,,,,,,281.0,
,,,,,,,,,,80.6,
,,,,,,,,,,80.2,
,,,,,,,,,,112.0,
,,,,,,,,,,88.80000000000001,
,,,,,,,,,,51.0,
,,,,,,,,,,30.200000000000003,
,,,,,,,,,,130.0,
,,,,,,,,,,203.0,
,,,,,,,,,,255.0,
,,,,,,,,,,31.599999999999998,
,,,,,,,,,,65.7,
,,,,,,,,,,9.17,
,,,,,,,,,,42.0,
,,,,,,,,,,245.99999999999997,
,,,,,,,,,,52.7,
,,,,,,,,,,31.5,
,,,,,,,,,,117.00000000000001,
,,,,,,,,,,86.3,
