Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N/m]	Contact Point Offset [m]	Adhesion [N]	Minimum Value [N]	Minimum Position [m]	Filter Group	Area [J]	Lower Bound [m]	Upper Bound [m]	Fitted Segment Count
force-save-2023.07.02-16.04.41.824.jpk-force	33	1.80000e-06	-1.80000e-06	4.08086e-09	-1.17853e-05	8.53632e-06	3.17065e-11	-3.17065e-11	9.89271e-07	0	2.19143e-18	9.07670e-07	1.11526e-06	0
force-save-2023.07.02-16.04.48.643.jpk-force	33	1.80000e-06	-1.80000e-06	4.06068e-09	-1.27211e-05	8.70272e-06	2.87519e-11	-2.87519e-11	2.24160e-06	0	1.54633e-18	1.77318e-06	1.93916e-06	0
force-save-2023.07.02-16.05.09.075.jpk-force	34	6.00000e-07	-1.80000e-06	3.97500e-09	-1.27712e-05	8.98415e-06	2.54199e-11	-2.54199e-11	3.03922e-06	0	7.61332e-19	3.86798e-06	3.96720e-06	0
force-save-2023.07.02-16.05.15.881.jpk-force	34	6.00000e-07	-1.80000e-06	3.96154e-09	-1.40059e-05	9.04702e-06	3.02450e-11	-3.02450e-11	7.04529e-07	0	1.94729e-18	6.01925e-07	7.77464e-07	0
force-save-2023.07.02-16.05.22.760.jpk-force	34	6.00000e-07	-1.80000e-06	3.91208e-09	-1.21651e-05	9.17226e-06	2.44715e-11	-2.44715e-11	3.51084e-06	0	6.76013e-19	2.61272e-06	2.71188e-06	0
force-save-2023.07.02-16.05.26.312.jpk-force	35	-6.00000e-07	-1.80000e-06	3.92323e-09	-1.48639e-05	9.05026e-06	3.58043e-11	-3.58043e-11	1.54372e-06	0	3.99535e-18	1.34393e-06	1.69248e-06	0
force-save-2023.07.02-16.05.36.473.jpk-force	35	-6.00000e-07	-1.80000e-06	3.89773e-09	-1.53154e-05	9.10318e-06	3.62861e-11	-3.62861e-11	2.45126e-06	0	2.01148e-18	3.27821e-06	3.46158e-06	0
force-save-2023.07.02-16.05.57.032.jpk-force	35	-6.00000e-07	-1.80000e-06	3.82839e-09	-1.65330e-05	9.09492e-06	2.99768e-11	-2.99768e-11	7.72621e-07	0	1.15532e-18	4.25975e-06	4.40016e-06	0
force-save-2023.07.02-16.06.00.572.jpk-force	36	-1.80000e-06	-1.80000e-06	3.78789e-09	-1.43513e-05	9.45581e-06	3.30947e-11	-3.30947e-11	6.61642e-07	0	3.15968e-18	2.48730e-07	5.18618e-07	0
force-save-2023.07.02-16.06.10.612.jpk-force	36	-1.80000e-06	-1.80000e-06	3.76365e-09	-1.49386e-05	9.45695e-06	3.82339e-11	-3.82339e-11	1.33364e-06	0	4.03472e-18	1.16024e-06	1.46829e-06	0
force-save-2023.07.02-16.06.17.489.jpk-force	36	-1.80000e-06	-1.80000e-06	3.67432e-09	-1.09325e-05	9.65442e-06	2.53099e-11	-2.53099e-11	2.21824e-06	0	8.74773e-19	2.56286e-06	2.66256e-06	0
force-save-2023.07.02-16.06.24.342.jpk-force	36	-1.80000e-06	-1.80000e-06	3.68580e-09	-1.34680e-05	9.59986e-06	2.29904e-11	-2.29904e-11	2.40754e-06	0	2.14911e-19	1.71523e-06	1.74482e-06	0
force-save-2023.07.02-16.06.31.190.jpk-force	36	-1.80000e-06	-1.80000e-06	3.65641e-09	-1.38172e-05	9.65795e-06	2.52595e-11	-2.52595e-11	2.11447e-06	0	1.85122e-18	2.06615e-06	2.25772e-06	0
force-save-2023.07.02-16.06.34.750.jpk-force	37	-3.00000e-06	-1.80000e-06	3.67162e-09	-1.79007e-05	9.64004e-06	3.60379e-11	-3.60379e-11	8.70493e-07	0	3.98470e-18	1.34810e-06	1.66079e-06	0
force-save-2023.07.02-16.06.58.683.jpk-force	37	-3.00000e-06	-1.80000e-06	3.54049e-09	-1.44479e-05	9.75572e-06	2.66278e-11	-2.66278e-11	5.42031e-07	0	5.80119e-19	2.10327e-06	2.17589e-06	0
force-save-2023.07.02-16.07.05.558.jpk-force	37	-3.00000e-06	-1.80000e-06	3.49408e-09	-1.35137e-05	9.84545e-06	2.50862e-11	-2.50862e-11	4.19317e-07	0	9.42711e-19	3.94190e-06	4.04759e-06	0
force-save-2023.07.02-16.07.09.111.jpk-force	38	-4.20000e-06	-1.80000e-06	3.41091e-09	-7.92109e-06	9.73478e-06	3.50088e-11	-3.50088e-11	9.75830e-07	0	1.20387e-18	6.46643e-07	7.36035e-07	0
force-save-2023.07.02-16.07.19.402.jpk-force	38	-4.20000e-06	-1.80000e-06	3.46826e-09	-1.41596e-05	9.75469e-06	3.00614e-11	-3.00614e-11	9.84283e-08	1	8.59528e-19	2.25095e-06	2.36565e-06	0
force-save-2023.07.02-16.07.26.416.jpk-force	38	-4.20000e-06	-1.80000e-06	3.45895e-09	-1.60999e-05	9.42136e-06	2.98274e-11	-2.98274e-11	1.27419e-06	0	1.48166e-18	1.21201e-06	1.36191e-06	0
force-save-2023.07.02-16.07.33.547.jpk-force	38	-4.20000e-06	-1.80000e-06	3.38246e-09	-1.28743e-05	9.07321e-06	2.71040e-11	-2.71040e-11	2.24486e-06	0	8.23219e-19	2.17676e-06	2.27212e-06	0
force-save-2023.07.02-16.07.40.538.jpk-force	38	-4.20000e-06	-1.80000e-06	3.36434e-09	-1.40326e-05	8.85300e-06	2.94981e-11	-2.94981e-11	1.15389e-06	0	7.87545e-19	1.83085e-06	1.92011e-06	0
force-save-2023.07.02-16.07.44.107.jpk-force	39	-5.40000e-06	-1.80000e-06	3.31178e-09	-1.22487e-05	8.75232e-06	3.14916e-11	-3.14916e-11	1.76983e-06	0	1.41805e-18	1.68936e-06	1.82290e-06	0
force-save-2023.07.02-16.07.54.484.jpk-force	39	-5.40000e-06	-1.80000e-06	3.29627e-09	-1.36853e-05	8.54945e-06	2.69500e-11	-2.69500e-11	8.82619e-07	0	1.54682e-18	3.38605e-06	3.57910e-06	0
force-save-2023.07.02-16.08.01.419.jpk-force	39	-5.40000e-06	-1.80000e-06	3.25681e-09	-1.27704e-05	8.53964e-06	2.54577e-11	-2.54577e-11	2.51977e-06	0	1.02362e-18	2.50430e-06	2.62384e-06	0
force-save-2023.07.02-16.08.15.272.jpk-force	39	-5.40000e-06	-1.80000e-06	3.21023e-09	-1.34716e-05	8.33537e-06	2.88642e-11	-2.88642e-11	1.79964e-06	0	1.56505e-18	1.71121e-06	1.85834e-06	0
force-save-2023.07.02-16.08.18.831.jpk-force	40	-5.40000e-06	-6.00000e-07	3.16930e-09	-1.17240e-05	8.30623e-06	2.81583e-11	-2.81583e-11	3.35632e-07	0	9.35101e-19	3.23721e-07	4.05455e-07	0
force-save-2023.07.02-16.08.29.044.jpk-force	40	-5.40000e-06	-6.00000e-07	3.11420e-09	-9.70753e-06	8.38417e-06	2.62689e-11	-2.62689e-11	2.04127e-06	0	4.19782e-19	2.51816e-06	2.58363e-06	0
force-save-2023.07.02-16.08.35.926.jpk-force	40	-5.40000e-06	-6.00000e-07	3.13108e-09	-1.37660e-05	8.20904e-06	3.05436e-11	-3.05436e-11	1.12639e-06	0	1.03427e-18	1.11203e-06	1.22436e-06	0
force-save-2023.07.02-16.08.42.850.jpk-force	40	-5.40000e-06	-6.00000e-07	3.06643e-09	-1.10086e-05	8.23508e-06	3.02824e-11	-3.02824e-11	3.81351e-06	0	1.66796e-18	3.71202e-06	3.87055e-06	0
force-save-2023.07.02-16.08.53.353.jpk-force	41	-4.20000e-06	-6.00000e-07	3.04210e-09	-1.45710e-05	8.13198e-06	3.03403e-11	-3.03403e-11	3.67194e-06	0	1.39373e-18	3.61461e-06	3.76804e-06	0
force-save-2023.07.02-16.09.03.718.jpk-force	41	-4.20000e-06	-6.00000e-07	2.99591e-09	-1.32935e-05	7.97193e-06	3.50368e-11	-3.50368e-11	1.06090e-06	0	1.92355e-18	9.59855e-07	1.10621e-06	0
force-save-2023.07.02-16.09.10.661.jpk-force	41	-4.20000e-06	-6.00000e-07	2.96934e-09	-1.29860e-05	7.97448e-06	3.04034e-11	-3.04034e-11	6.22917e-07	0	2.22295e-18	3.46451e-06	3.67138e-06	0
force-save-2023.07.02-16.09.24.517.jpk-force	41	-4.20000e-06	-6.00000e-07	2.89492e-09	-1.18510e-05	7.89259e-06	2.44072e-11	-2.44072e-11	2.18199e-06	0	9.05239e-19	3.79922e-06	3.90557e-06	0
force-save-2023.07.02-16.09.28.081.jpk-force	42	-3.00000e-06	-6.00000e-07	2.90119e-09	-1.50155e-05	7.53145e-06	2.47094e-11	-2.47094e-11	3.06773e-06	0	3.36189e-19	6.08667e-07	6.52560e-07	0
force-save-2023.07.02-16.09.38.349.jpk-force	42	-3.00000e-06	-6.00000e-07	2.86070e-09	-1.44980e-05	7.56186e-06	3.75858e-11	-3.75858e-11	4.49932e-07	0	1.87130e-18	3.76628e-07	5.15640e-07	0
force-save-2023.07.02-16.09.45.241.jpk-force	42	-3.00000e-06	-6.00000e-07	2.83198e-09	-1.43652e-05	7.45405e-06	3.16361e-11	-3.16361e-11	2.37622e-06	0	1.45565e-18	3.92402e-06	4.08783e-06	0
force-save-2023.07.02-16.09.52.130.jpk-force	42	-3.00000e-06	-6.00000e-07	2.79103e-09	-1.28812e-05	7.42020e-06	3.02689e-11	-3.02689e-11	5.31211e-07	0	1.76433e-18	4.59510e-07	6.07877e-07	0
force-save-2023.07.02-16.09.59.040.jpk-force	42	-3.00000e-06	-6.00000e-07	2.77673e-09	-1.45663e-05	7.39087e-06	3.09953e-11	-3.09953e-11	9.31957e-07	0	1.51584e-18	1.57552e-06	1.71665e-06	0
force-save-2023.07.02-16.10.02.604.jpk-force	43	-1.80000e-06	-6.00000e-07	2.73550e-09	-1.23617e-05	7.41275e-06	2.58430e-11	-2.58430e-11	3.29951e-06	0	1.07534e-18	2.03238e-06	2.14689e-06	0
force-save-2023.07.02-16.10.12.877.jpk-force	43	-1.80000e-06	-6.00000e-07	2.72075e-09	-1.36849e-05	7.39811e-06	2.68581e-11	-2.68581e-11	3.67167e-06	0	1.57121e-19	3.74855e-06	3.78178e-06	0
force-save-2023.07.02-16.10.19.771.jpk-force	43	-1.80000e-06	-6.00000e-07	2.70257e-09	-1.44083e-05	7.36323e-06	2.40246e-11	-2.40246e-11	2.86663e-06	0	1.28151e-18	3.18988e-06	3.34364e-06	0
force-save-2023.07.02-16.10.33.604.jpk-force	43	-1.80000e-06	-6.00000e-07	2.63513e-09	-1.45450e-05	7.26941e-06	2.26457e-11	-2.26457e-11	2.93817e-06	0	9.50113e-19	2.94024e-06	3.04413e-06	0
force-save-2023.07.02-16.10.37.163.jpk-force	44	-6.00000e-07	-6.00000e-07	2.60391e-09	-1.61451e-05	6.31798e-06	7.64766e-11	-7.64766e-11	3.96552e-08	1	1.30206e-18	4.79658e-09	4.39978e-08	1
force-save-2023.07.02-16.10.47.706.jpk-force	44	-6.00000e-07	-6.00000e-07	2.53570e-09	-1.22892e-05	7.02486e-06	2.50380e-11	-2.50380e-11	7.25193e-07	0	1.08756e-18	6.79705e-07	8.15589e-07	0
force-save-2023.07.02-16.10.54.609.jpk-force	44	-6.00000e-07	-6.00000e-07	2.52865e-09	-1.58901e-05	6.69360e-06	2.44598e-11	-2.44598e-11	3.17166e-06	0	7.01052e-19	1.94040e-06	2.04745e-06	0
force-save-2023.07.02-16.11.08.411.jpk-force	44	-6.00000e-07	-6.00000e-07	2.44400e-09	-1.20962e-05	6.68080e-06	3.22262e-11	-3.22262e-11	3.99460e-07	0	9.41737e-19	2.47529e-06	2.58631e-06	0
force-save-2023.07.02-16.11.11.967.jpk-force	45	6.00000e-07	-6.00000e-07	2.42510e-09	-1.33857e-05	6.33030e-06	2.45851e-11	-2.45851e-11	2.05262e-06	0	6.42054e-19	2.00650e-06	2.07692e-06	0
force-save-2023.07.02-16.11.22.361.jpk-force	45	6.00000e-07	-6.00000e-07	2.42229e-09	-1.46631e-05	6.27974e-06	3.05549e-11	-3.05549e-11	8.92030e-07	0	1.67477e-18	4.54661e-07	5.92233e-07	0
force-save-2023.07.02-16.11.29.246.jpk-force	45	6.00000e-07	-6.00000e-07	2.40557e-09	-1.56081e-05	6.20209e-06	2.73330e-11	-2.73330e-11	3.94690e-06	0	1.02904e-18	3.50929e-06	3.63947e-06	0
force-save-2023.07.02-16.11.36.140.jpk-force	45	6.00000e-07	-6.00000e-07	2.35738e-09	-1.34318e-05	6.18090e-06	2.59072e-11	-2.59072e-11	2.07538e-07	1	3.58027e-19	1.71138e-06	1.76678e-06	0
force-save-2023.07.02-16.11.43.022.jpk-force	45	6.00000e-07	-6.00000e-07	2.32068e-09	-1.23885e-05	6.33103e-06	2.77692e-11	-2.77692e-11	7.74702e-07	0	9.09882e-19	2.54490e-06	2.65219e-06	0
force-save-2023.07.02-16.11.56.606.jpk-force	46	1.80000e-06	-6.00000e-07	2.29034e-09	-1.44215e-05	6.01576e-06	3.02506e-11	-3.02506e-11	1.62823e-06	0	9.85020e-19	1.64161e-06	1.74615e-06	0
force-save-2023.07.02-16.12.10.398.jpk-force	46	1.80000e-06	-6.00000e-07	2.21505e-09	-1.22953e-05	5.99737e-06	2.87452e-11	-2.87452e-11	6.43697e-07	0	7.11806e-19	2.43703e-06	2.51127e-06	0
force-save-2023.07.02-16.12.38.002.jpk-force	47	3.00000e-06	-6.00000e-07	2.12375e-09	-1.15418e-05	5.84000e-06	1.21775e-10	-1.21775e-10	4.46071e-06	0	1.68493e-17	4.06597e-06	4.46253e-06	0
force-save-2023.07.02-16.12.44.897.jpk-force	47	3.00000e-06	-6.00000e-07	2.10570e-09	-1.28127e-05	5.79570e-06	1.03182e-10	-1.03182e-10	4.48842e-06	0	1.22184e-17	4.15015e-06	4.49022e-06	0
force-save-2023.07.02-16.12.51.805.jpk-force	47	3.00000e-06	-6.00000e-07	2.05822e-09	-1.15990e-05	5.83083e-06	2.49726e-11	-2.49726e-11	4.29875e-06	0	1.70667e-18	4.14942e-06	4.33909e-06	0
force-save-2023.07.02-16.13.50.173.jpk-force	48	4.20000e-06	-6.00000e-07	1.77563e-09	-1.09406e-05	7.95445e-06	2.50154e-11	-2.50154e-11	2.11523e-06	0	1.45701e-18	2.00166e-06	2.16522e-06	0
force-save-2023.07.02-16.13.56.401.jpk-force	48	4.20000e-06	-6.00000e-07	1.77829e-09	-1.33469e-05	7.98512e-06	3.29715e-11	-3.29715e-11	2.25931e-06	0	1.39621e-18	2.22146e-06	2.37099e-06	0
force-save-2023.07.02-16.14.02.634.jpk-force	48	4.20000e-06	-6.00000e-07	1.71833e-09	-1.00373e-05	7.82587e-06	3.70497e-10	-3.70497e-10	7.93059e-08	1	1.20896e-17	7.63051e-09	9.24377e-08	3
force-save-2023.07.02-16.14.05.877.jpk-force	49	5.40000e-06	-6.00000e-07	1.70647e-09	-1.11227e-05	9.94562e-06	2.93206e-11	-2.93206e-11	1.97818e-06	0	1.35889e-18	1.93255e-06	2.05436e-06	0
force-save-2023.07.02-16.14.51.497.jpk-force	50	5.40000e-06	6.00000e-07	1.65545e-09	-1.58213e-05	9.43068e-06	3.51823e-11	-3.51823e-11	4.01642e-07	0	2.43980e-18	3.36842e-07	5.24802e-07	0
force-save-2023.07.02-16.14.57.695.jpk-force	50	5.40000e-06	6.00000e-07	1.58832e-09	-1.30359e-05	9.46945e-06	2.29481e-11	-2.29481e-11	2.56299e-06	0	3.10040e-19	2.58211e-06	2.63046e-06	0
force-save-2023.07.02-16.15.03.908.jpk-force	50	5.40000e-06	6.00000e-07	1.57257e-09	-1.37298e-05	9.45419e-06	2.99670e-11	-2.99670e-11	1.36269e-06	0	2.06450e-18	1.62758e-06	1.81222e-06	0
force-save-2023.07.02-16.15.07.144.jpk-force	51	4.20000e-06	6.00000e-07	1.55059e-09	-1.54513e-05	8.25416e-06	1.93908e-11	-1.93908e-11	1.25478e-07	1	1.56144e-19	3.05487e-06	3.07919e-06	0
force-save-2023.07.02-16.15.17.167.jpk-force	51	4.20000e-06	6.00000e-07	1.48309e-09	-1.02012e-05	8.16304e-06	2.53773e-11	-2.53773e-11	3.94088e-06	0	1.63767e-18	3.84235e-06	4.02378e-06	0
force-save-2023.07.02-16.15.23.395.jpk-force	51	4.20000e-06	6.00000e-07	1.49798e-09	-1.34354e-05	8.00203e-06	3.03047e-11	-3.03047e-11	4.11094e-07	0	1.56319e-18	3.23330e-07	4.75289e-07	0
force-save-2023.07.02-16.15.29.678.jpk-force	51	4.20000e-06	6.00000e-07	1.47377e-09	-1.36901e-05	7.92277e-06	6.62366e-11	-6.62366e-11	8.07915e-09	1	1.37546e-18	2.41187e-06	2.55730e-06	1
force-save-2023.07.02-16.15.35.935.jpk-force	51	4.20000e-06	6.00000e-07	1.46472e-09	-1.55546e-05	7.87097e-06	2.31559e-10	-2.31559e-10	1.86597e-08	1	3.45592e-18	-2.46814e-11	3.20026e-08	1
force-save-2023.07.02-16.15.39.154.jpk-force	52	3.00000e-06	6.00000e-07	1.44084e-09	-1.49391e-05	7.21140e-06	5.57359e-11	-5.57359e-11	8.23477e-09	1	1.75537e-18	8.16358e-07	9.82126e-07	2
force-save-2023.07.02-16.15.48.758.jpk-force	52	3.00000e-06	6.00000e-07	1.38911e-09	-1.24610e-05	7.26903e-06	2.46166e-11	-2.46166e-11	3.35121e-06	0	9.15793e-19	3.30283e-06	3.41200e-06	0
force-save-2023.07.02-16.15.54.994.jpk-force	52	3.00000e-06	6.00000e-07	1.35310e-09	-1.27256e-05	7.27517e-06	2.95021e-11	-2.95021e-11	2.13536e-06	0	1.25834e-18	2.08702e-06	2.23647e-06	0
force-save-2023.07.02-16.16.01.228.jpk-force	52	3.00000e-06	6.00000e-07	1.33075e-09	-1.24982e-05	7.23586e-06	2.62153e-11	-2.62153e-11	1.13509e-06	0	9.51575e-19	2.19205e-06	2.31562e-06	0
force-save-2023.07.02-16.16.07.461.jpk-force	52	3.00000e-06	6.00000e-07	1.29326e-09	-1.08918e-05	7.18147e-06	2.47077e-11	-2.47077e-11	5.08419e-07	0	8.98275e-19	3.80039e-06	3.91832e-06	0
force-save-2023.07.02-16.16.10.684.jpk-force	53	1.80000e-06	6.00000e-07	1.29968e-09	-1.37088e-05	6.74909e-06	3.02874e-11	-3.02874e-11	3.48474e-07	0	1.08571e-18	2.84414e-07	3.88454e-07	0
force-save-2023.07.02-16.16.20.144.jpk-force	53	1.80000e-06	6.00000e-07	1.24602e-09	-1.06460e-05	6.93133e-06	2.97965e-11	-2.97965e-11	2.95279e-06	0	1.57099e-18	3.64866e-06	3.79593e-06	0
force-save-2023.07.02-16.16.26.363.jpk-force	53	1.80000e-06	6.00000e-07	1.25679e-09	-1.37689e-05	6.71633e-06	4.49305e-11	-4.49305e-11	1.51111e-08	1	3.91775e-19	2.80108e-06	2.85172e-06	1
force-save-2023.07.02-16.16.32.594.jpk-force	53	1.80000e-06	6.00000e-07	1.20427e-09	-1.08706e-05	6.85935e-06	2.35407e-11	-2.35407e-11	3.17790e-06	0	4.88112e-19	3.72540e-06	3.80048e-06	0
force-save-2023.07.02-16.16.38.814.jpk-force	53	1.80000e-06	6.00000e-07	1.19058e-09	-1.20713e-05	6.69876e-06	6.82236e-11	-6.82236e-11	8.42264e-09	1	1.02686e-18	5.30005e-07	6.33664e-07	1
force-save-2023.07.02-16.16.42.043.jpk-force	54	6.00000e-07	6.00000e-07	1.18882e-09	-1.46085e-05	6.31286e-06	3.22417e-11	-3.22417e-11	2.27822e-07	1	1.51673e-18	3.76321e-06	3.91883e-06	0
force-save-2023.07.02-16.16.51.529.jpk-force	54	6.00000e-07	6.00000e-07	1.12453e-09	-1.12849e-05	6.33218e-06	5.30640e-11	-5.30640e-11	1.36035e-08	1	1.45099e-18	3.41368e-06	3.56091e-06	1
force-save-2023.07.02-16.16.57.750.jpk-force	54	6.00000e-07	6.00000e-07	1.12805e-09	-1.38363e-05	6.26481e-06	3.72112e-11	-3.72112e-11	2.32609e-08	1	9.71509e-19	2.72493e-07	3.59558e-07	1
force-save-2023.07.02-16.17.10.208.jpk-force	54	6.00000e-07	6.00000e-07	1.05353e-09	-1.22217e-05	6.24143e-06	5.01339e-11	-5.01339e-11	7.43983e-08	1	1.45392e-18	9.98492e-07	1.14068e-06	1
force-save-2023.07.02-16.17.13.438.jpk-force	55	-6.00000e-07	6.00000e-07	1.12800e-09	-2.38085e-05	6.00796e-06	2.70806e-10	-2.70806e-10	2.24718e-06	0	2.16758e-16	1.75546e-07	2.27036e-06	2
force-save-2023.07.02-16.17.22.965.jpk-force	55	-6.00000e-07	6.00000e-07	1.04252e-09	-1.82416e-05	6.12439e-06	3.33257e-11	-3.33257e-11	3.09709e-07	0	8.34849e-19	2.96811e-07	3.56256e-07	0
force-save-2023.07.02-16.17.29.171.jpk-force	55	-6.00000e-07	6.00000e-07	1.00143e-09	-1.57306e-05	6.04691e-06	2.89060e-11	-2.89060e-11	3.43875e-06	0	1.98115e-18	3.32975e-06	3.50908e-06	0
force-save-2023.07.02-16.17.35.403.jpk-force	55	-6.00000e-07	6.00000e-07	9.88212e-10	-1.69395e-05	6.07401e-06	3.00301e-11	-3.00301e-11	1.12340e-06	0	1.27034e-18	7.10165e-07	8.39877e-07	0
force-save-2023.07.02-16.17.41.619.jpk-force	55	-6.00000e-07	6.00000e-07	9.55105e-10	-1.61998e-05	6.07793e-06	3.20318e-11	-3.20318e-11	5.61394e-07	0	9.52586e-19	1.89052e-06	1.98898e-06	0
force-save-2023.07.02-16.17.44.839.jpk-force	56	-1.80000e-06	6.00000e-07	9.56698e-10	-1.93723e-05	6.30379e-06	3.94407e-11	-3.94407e-11	3.41889e-06	0	3.65708e-18	3.23518e-06	3.45866e-06	0
force-save-2023.07.02-16.17.53.908.jpk-force	56	-1.80000e-06	6.00000e-07	9.45956e-10	-2.06471e-05	6.21302e-06	3.82761e-11	-3.82761e-11	3.47130e-06	0	3.13309e-18	3.33459e-06	3.51314e-06	0
force-save-2023.07.02-16.18.00.147.jpk-force	56	-1.80000e-06	6.00000e-07	9.11160e-10	-2.01499e-05	6.23219e-06	3.59205e-11	-3.59205e-11	3.47305e-06	0	2.02957e-18	3.06648e-06	3.26857e-06	0
force-save-2023.07.02-16.18.06.359.jpk-force	56	-1.80000e-06	6.00000e-07	8.64301e-10	-1.80162e-05	6.20082e-06	3.04871e-11	-3.04871e-11	3.40665e-06	0	2.51710e-18	3.26600e-06	3.47620e-06	0
force-save-2023.07.02-16.18.12.602.jpk-force	56	-1.80000e-06	6.00000e-07	8.40703e-10	-1.79998e-05	6.13296e-06	4.22901e-11	-4.22901e-11	3.51623e-06	0	7.13253e-18	3.00556e-06	3.53341e-06	0
force-save-2023.07.02-16.18.15.820.jpk-force	57	-3.00000e-06	6.00000e-07	7.54960e-10	-1.02785e-05	6.39989e-06	2.60774e-11	-2.60774e-11	1.07470e-06	0	7.13756e-19	1.06165e-06	1.14600e-06	0
force-save-2023.07.02-16.18.24.946.jpk-force	57	-3.00000e-06	6.00000e-07	7.77210e-10	-1.49519e-05	6.32287e-06	3.00154e-11	-3.00154e-11	3.14591e-07	0	1.51090e-18	2.49340e-07	3.91760e-07	0
force-save-2023.07.02-16.18.31.169.jpk-force	57	-3.00000e-06	6.00000e-07	7.36910e-10	-1.31107e-05	6.39935e-06	2.77692e-11	-2.77692e-11	9.36967e-07	0	5.05347e-19	2.91140e-06	2.97600e-06	0
force-save-2023.07.02-16.18.37.387.jpk-force	57	-3.00000e-06	6.00000e-07	7.25916e-10	-1.36606e-05	6.32490e-06	2.63752e-11	-2.63752e-11	1.16120e-06	0	8.36873e-19	1.15968e-06	1.24675e-06	0
force-save-2023.07.02-16.18.43.609.jpk-force	57	-3.00000e-06	6.00000e-07	7.08917e-10	-1.30289e-05	6.34825e-06	2.47175e-11	-2.47175e-11	2.30751e-06	0	3.47104e-19	7.42593e-07	7.92936e-07	0
force-save-2023.07.02-16.18.46.835.jpk-force	58	-4.20000e-06	6.00000e-07	6.98409e-10	-1.36047e-05	6.34628e-06	2.97197e-11	-2.97197e-11	3.31387e-06	0	2.18370e-18	3.17026e-06	3.36311e-06	0
force-save-2023.07.02-16.18.56.007.jpk-force	58	-4.20000e-06	6.00000e-07	6.91948e-10	-1.59414e-05	6.30645e-06	2.91794e-11	-2.91794e-11	5.76525e-07	0	1.05283e-18	2.78853e-07	3.80730e-07	0
force-save-2023.07.02-16.19.02.243.jpk-force	58	-4.20000e-06	6.00000e-07	6.74256e-10	-1.84184e-05	6.34439e-06	2.93442e-11	-2.93442e-11	4.01425e-07	0	5.73551e-19	2.10162e-06	2.17111e-06	0
force-save-2023.07.02-16.19.14.686.jpk-force	58	-4.20000e-06	6.00000e-07	5.71667e-10	-1.27892e-05	6.31278e-06	3.37394e-11	-3.37394e-11	7.38051e-07	0	1.06254e-18	3.19818e-06	3.31658e-06	0
force-save-2023.07.02-16.19.17.903.jpk-force	59	-5.40000e-06	6.00000e-07	6.40260e-10	-2.27442e-05	6.28344e-06	1.80759e-10	-1.80759e-10	1.99323e-06	0	8.56838e-17	7.95756e-07	2.05662e-06	2
force-save-2023.07.02-16.19.27.013.jpk-force	59	-5.40000e-06	6.00000e-07	4.91857e-10	-7.22035e-06	6.57558e-06	2.26484e-11	-2.26484e-11	2.36430e-06	0	2.92760e-19	3.21993e-06	3.26660e-06	0
force-save-2023.07.02-16.19.33.240.jpk-force	59	-5.40000e-06	6.00000e-07	5.72497e-10	-1.85632e-05	6.33339e-06	3.62545e-11	-3.62545e-11	1.71002e-07	1	3.21024e-18	7.42661e-07	1.05621e-06	0
force-save-2023.07.02-16.19.39.474.jpk-force	59	-5.40000e-06	6.00000e-07	5.28286e-10	-1.73452e-05	6.41141e-06	3.13970e-11	-3.13970e-11	8.91933e-07	0	5.10857e-19	3.08238e-06	3.15312e-06	0
force-save-2023.07.02-16.19.45.697.jpk-force	59	-5.40000e-06	6.00000e-07	4.84883e-10	-1.58590e-05	6.31748e-06	2.59438e-11	-2.59438e-11	1.65566e-06	0	3.56334e-19	2.43023e-06	2.48089e-06	0
force-save-2023.07.02-16.19.48.917.jpk-force	60	-5.40000e-06	1.80000e-06	4.62208e-10	-1.74648e-05	6.11059e-06	3.17854e-11	-3.17854e-11	2.43033e-07	1	2.69258e-18	1.40100e-07	3.40233e-07	0
force-save-2023.07.02-16.19.58.330.jpk-force	60	-5.40000e-06	1.80000e-06	3.87947e-10	-1.20215e-05	6.25441e-06	3.36844e-11	-3.36844e-11	2.89509e-06	0	2.23288e-18	2.82018e-06	3.01703e-06	0
force-save-2023.07.02-16.20.20.200.jpk-force	61	-4.20000e-06	1.80000e-06	2.54193e-10	-8.33893e-06	6.11667e-06	2.98572e-11	-2.98572e-11	2.80341e-06	0	8.39250e-19	3.07739e-06	3.17557e-06	0
force-save-2023.07.02-16.20.29.519.jpk-force	61	-4.20000e-06	1.80000e-06	3.25850e-10	-1.91571e-05	5.65376e-06	2.91384e-11	-2.91384e-11	4.12490e-07	0	1.11609e-18	3.08800e-07	4.18982e-07	0
force-save-2023.07.02-16.20.35.738.jpk-force	61	-4.20000e-06	1.80000e-06	2.71190e-10	-1.38157e-05	5.82098e-06	2.77367e-11	-2.77367e-11	5.88644e-07	0	1.04001e-18	5.76500e-07	6.87250e-07	0
force-save-2023.07.02-16.20.41.958.jpk-force	61	-4.20000e-06	1.80000e-06	2.39579e-10	-1.16094e-05	5.79458e-06	5.13740e-11	-5.13740e-11	3.99909e-07	0	4.07469e-18	2.72287e-07	4.53077e-07	0
force-save-2023.07.02-16.20.48.177.jpk-force	61	-4.20000e-06	1.80000e-06	2.73756e-10	-1.90755e-05	5.75493e-06	3.47914e-11	-3.47914e-11	3.43842e-07	0	1.42858e-18	6.70776e-07	8.18694e-07	0
