Adhesion [pN],Area [aJ]
308.794,40.92809999999999
152.238,20.710099999999997
109.11699999999999,23.606699999999996
78.74799999999999,4.06297
115.649,15.633399999999996
205.19299999999998,16.723699999999997
43.8783,2.74897
63.084799999999994,10.612599999999999
341.36,41.59299999999999
704.892,139.33899999999997
88.2668,12.455799999999998
44.0287,4.31802
