Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N/m]	Contact Point Offset [m]	Adhesion [N]	Minimum Value [N]	Minimum Position [m]	Filter Group	Area [J]	Lower Bound [m]	Upper Bound [m]	Fitted Segment Count
force-save-2023.07.02-16.59.18.541.jpk-force	20	-5.40000e-06	-3.00000e-06	3.71442e-09	-1.08368e-05	4.83894e-06	2.37734e-11	-2.37734e-11	7.62520e-07	0	6.58071e-19	2.89089e-06	2.96803e-06	0
force-save-2023.07.02-16.59.24.890.jpk-force	20	-5.40000e-06	-3.00000e-06	3.86873e-09	-3.40890e-05	4.42939e-06	5.82390e-10	-5.82390e-10	2.37017e-06	0	2.69095e-16	2.13188e-07	2.59455e-06	3
force-save-2023.07.02-16.59.37.718.jpk-force	20	-5.40000e-06	-3.00000e-06	3.70301e-09	-1.10489e-05	4.11943e-06	3.17449e-11	-3.17449e-11	4.31792e-07	0	8.69866e-19	7.32032e-07	8.16948e-07	0
force-save-2023.07.02-16.59.40.942.jpk-force	21	-4.20000e-06	-3.00000e-06	3.69178e-09	-1.63353e-05	3.91222e-06	4.83199e-11	-4.83199e-11	2.87921e-06	0	5.85418e-18	2.54875e-06	2.88556e-06	0
force-save-2023.07.02-16.59.50.262.jpk-force	21	-4.20000e-06	-3.00000e-06	3.72306e-09	-2.51116e-05	3.79407e-06	4.95872e-11	-4.95872e-11	2.73998e-06	0	1.03103e-17	2.42096e-06	2.90967e-06	0
force-save-2023.07.02-16.59.56.542.jpk-force	21	-4.20000e-06	-3.00000e-06	3.65353e-09	-1.35373e-05	3.75925e-06	5.80327e-11	-5.80327e-11	2.82061e-06	0	1.27700e-17	2.27591e-06	2.83475e-06	0
force-save-2023.07.02-17.00.12.262.jpk-force	22	-3.00000e-06	-3.00000e-06	3.62144e-09	-1.63317e-05	3.72623e-06	3.26533e-11	-3.26533e-11	2.60232e-06	0	6.79645e-18	2.38734e-06	2.83705e-06	0
force-save-2023.07.02-17.00.37.997.jpk-force	22	-3.00000e-06	-3.00000e-06	3.55608e-09	-1.29122e-05	8.19949e-06	8.66350e-11	-8.66350e-11	2.90891e-07	1	5.89863e-18	1.46429e-07	3.15409e-07	1
force-save-2023.07.02-17.01.06.350.jpk-force	22	-3.00000e-06	-3.00000e-06	3.46104e-09	-8.55121e-06	8.16251e-06	2.85851e-11	-2.85851e-11	3.66890e-06	0	4.13958e-18	3.34913e-06	3.68570e-06	0
force-save-2023.07.02-17.01.14.078.jpk-force	22	-3.00000e-06	-3.00000e-06	3.46227e-09	-8.32468e-06	7.25004e-06	2.55360e-11	-2.55360e-11	3.81296e-07	0	5.92265e-19	2.71854e-06	2.79737e-06	0
force-save-2023.07.02-17.01.17.956.jpk-force	23	-1.80000e-06	-3.00000e-06	3.47843e-09	-1.55512e-05	7.32697e-06	4.96375e-11	-4.96375e-11	3.21112e-06	0	1.17128e-17	2.62390e-06	3.25379e-06	1
force-save-2023.07.02-17.01.29.401.jpk-force	23	-1.80000e-06	-3.00000e-06	3.41431e-09	-9.66813e-06	6.91131e-06	2.53458e-11	-2.53458e-11	1.41873e-06	0	1.68359e-18	2.56282e-06	2.75230e-06	0
force-save-2023.07.02-17.01.37.095.jpk-force	23	-1.80000e-06	-3.00000e-06	3.46776e-09	-1.68840e-05	6.69996e-06	6.39034e-10	-6.39034e-10	2.72626e-06	0	1.29449e-16	1.80295e-06	2.77411e-06	5
force-save-2023.07.02-17.01.44.791.jpk-force	23	-1.80000e-06	-3.00000e-06	3.49550e-09	-2.43992e-05	6.34803e-06	7.59647e-11	-7.59647e-11	3.50610e-06	0	1.83640e-17	2.97036e-06	3.53287e-06	1
force-save-2023.07.02-17.01.56.429.jpk-force	24	-6.00000e-07	-3.00000e-06	3.39356e-09	-1.76066e-05	6.02846e-06	9.89178e-11	-9.89178e-11	8.21673e-07	0	2.06426e-17	3.57252e-07	8.72254e-07	1
force-save-2023.07.02-17.02.07.163.jpk-force	24	-6.00000e-07	-3.00000e-06	3.29991e-09	-8.47225e-06	7.43113e-06	4.72042e-10	-4.72042e-10	5.59656e-07	0	5.18894e-17	2.37261e-07	5.87685e-07	1
force-save-2023.07.02-17.02.14.306.jpk-force	24	-6.00000e-07	-3.00000e-06	3.43374e-09	-2.43572e-05	7.31820e-06	1.65356e-10	-1.65356e-10	1.62405e-06	0	7.90441e-17	4.10036e-07	1.67515e-06	1
force-save-2023.07.02-17.02.21.463.jpk-force	24	-6.00000e-07	-3.00000e-06	3.34686e-09	-1.63464e-05	8.15443e-06	3.16043e-11	-3.16043e-11	5.61649e-07	0	1.34779e-18	2.99087e-06	3.14236e-06	0
force-save-2023.07.02-17.02.28.834.jpk-force	24	-6.00000e-07	-3.00000e-06	3.47956e-09	-3.25454e-05	8.14680e-06	5.28147e-10	-5.28147e-10	1.99927e-06	0	1.74188e-16	9.37297e-07	2.01990e-06	3
force-save-2023.07.02-17.02.32.721.jpk-force	25	6.00000e-07	-3.00000e-06	3.38561e-09	-2.84908e-05	8.78239e-06	2.58775e-10	-2.58775e-10	1.52314e-06	0	1.04111e-16	5.53427e-07	1.61159e-06	4
force-save-2023.07.02-17.02.43.804.jpk-force	25	6.00000e-07	-3.00000e-06	3.12074e-09	-4.21525e-06	8.62973e-06	5.37071e-10	-5.37071e-10	9.94041e-07	0	2.48200e-16	2.92926e-07	1.81168e-06	4
force-save-2023.07.02-17.03.54.663.jpk-force	26	1.80000e-06	-3.00000e-06	3.08140e-09	-1.47646e-05	4.07433e-06	1.80188e-10	-1.80188e-10	5.47395e-06	0	6.71623e-17	4.38832e-06	5.52180e-06	1
force-save-2023.07.02-17.04.28.994.jpk-force	26	1.80000e-06	-3.00000e-06	3.01916e-09	-2.28559e-05	2.41758e-06	2.74746e-11	-2.74746e-11	6.54834e-07	0	7.80845e-19	6.64161e-07	7.63541e-07	0
force-save-2023.07.02-17.04.38.751.jpk-force	26	1.80000e-06	-3.00000e-06	2.94295e-09	-9.56345e-06	2.13971e-06	3.49606e-11	-3.49606e-11	7.28702e-07	0	2.70093e-18	6.56181e-07	8.41942e-07	0
force-save-2023.07.02-17.04.43.640.jpk-force	27	3.00000e-06	-3.00000e-06	2.92659e-09	-1.26528e-05	2.22060e-06	2.85554e-11	-2.85554e-11	4.52648e-06	0	1.66957e-18	4.44559e-06	4.62191e-06	0
force-save-2023.07.02-17.04.58.266.jpk-force	27	3.00000e-06	-3.00000e-06	2.89502e-09	-1.68949e-05	1.69125e-06	3.01329e-11	-3.01329e-11	3.08972e-06	0	1.68755e-18	3.80917e-06	3.94162e-06	0
force-save-2023.07.02-17.05.07.949.jpk-force	27	3.00000e-06	-3.00000e-06	2.90808e-09	-2.46273e-05	9.25257e-07	2.26652e-10	-2.26652e-10	4.08442e-06	0	1.93793e-16	1.64761e-07	4.27399e-06	4
force-save-2023.07.02-17.05.27.355.jpk-force	27	3.00000e-06	-3.00000e-06	2.77792e-09	-1.65707e-05	1.09211e-06	9.37372e-10	-9.37372e-10	4.66937e-06	0	6.12203e-16	1.67097e-06	4.70353e-06	4
force-save-2023.07.02-17.05.32.225.jpk-force	28	4.20000e-06	-3.00000e-06	2.75501e-09	-1.22044e-05	4.00105e-07	9.11224e-11	-9.11224e-11	3.08211e-06	0	5.29230e-17	1.68345e-06	3.35355e-06	1
force-save-2023.07.02-17.05.46.778.jpk-force	28	4.20000e-06	-3.00000e-06	2.70903e-09	-5.52848e-06	7.25411e-07	4.82915e-10	-4.82915e-10	3.64645e-06	0	1.99164e-16	2.72902e-06	4.26610e-06	6
force-save-2023.07.02-17.06.26.354.jpk-force	28	4.20000e-06	-3.00000e-06	2.64979e-09	-1.39726e-05	8.53988e-06	1.13703e-10	-1.13703e-10	5.43495e-06	0	1.61616e-17	5.11461e-06	5.44605e-06	2
force-save-2023.07.02-17.06.50.937.jpk-force	28	4.20000e-06	-3.00000e-06	2.54465e-09	-1.01454e-05	8.29972e-06	3.16975e-11	-3.16975e-11	2.24431e-06	0	2.31342e-18	2.09231e-06	2.29389e-06	0
force-save-2023.07.02-17.06.59.960.jpk-force	28	4.20000e-06	-3.00000e-06	2.57903e-09	-1.77511e-05	9.20243e-06	1.55871e-10	-1.55871e-10	2.80856e-06	0	1.21551e-16	1.41063e-06	3.15497e-06	4
