Filename	Position Index	X Position	Y Position	Baseline Offset [N]	Baseline Slope [N/m]	Contact Point Offset [m]	Adhesion [N]	Minimum Value [N]	Minimum Position [m]	Filter Group	Area [J]	Lower Bound [m]	Upper Bound [m]	Fitted Segment Count
force-save-2023.07.02-15.36.53.926.jpk-force	0	-5.40000e-06	-5.40000e-06	3.02997e-09	-1.01627e-05	7.21821e-06	3.08794e-10	-3.08794e-10	1.13022e-07	1	4.09281e-17	3.17065e-09	7.94368e-07	10
force-save-2023.07.02-15.37.05.938.jpk-force	0	-5.40000e-06	-5.40000e-06	2.99598e-09	-1.00443e-05	7.23068e-06	1.52238e-10	-1.52238e-10	5.27479e-07	0	2.07101e-17	2.57293e-08	6.99498e-07	2
force-save-2023.07.02-15.37.12.806.jpk-force	0	-5.40000e-06	-5.40000e-06	2.93869e-09	-6.54430e-06	7.22768e-06	1.09117e-10	-1.09117e-10	4.51788e-07	0	2.36067e-17	5.58406e-08	8.37548e-07	4
force-save-2023.07.02-15.37.19.694.jpk-force	0	-5.40000e-06	-5.40000e-06	2.95369e-09	-1.08238e-05	7.22634e-06	7.87480e-11	-7.87480e-11	6.51028e-08	1	4.06297e-18	1.65864e-07	3.48005e-07	2
force-save-2023.07.02-15.37.38.180.jpk-force	0	-5.40000e-06	-5.40000e-06	2.84801e-09	-9.48784e-06	7.17815e-06	1.15649e-10	-1.15649e-10	8.17589e-08	1	1.56334e-17	3.01901e-07	1.00796e-06	3
force-save-2023.07.02-15.38.03.924.jpk-force	0	-5.40000e-06	-5.40000e-06	2.75687e-09	-1.21981e-05	7.26372e-06	5.36672e-11	-5.36672e-11	2.62064e-08	1	7.92008e-19	4.68216e-09	4.55953e-08	1
force-save-2023.07.02-15.38.53.762.jpk-force	0	-5.40000e-06	-5.40000e-06	2.46703e-09	-1.22905e-05	7.50832e-06	2.26740e-11	-2.26740e-11	1.94377e-06	0	1.26942e-18	4.10097e-06	4.23841e-06	0
force-save-2023.07.02-15.40.33.365.jpk-force	1	-4.20000e-06	-5.40000e-06	1.98297e-09	-8.34535e-06	7.92538e-06	2.05193e-10	-2.05193e-10	2.04349e-06	0	1.67237e-17	1.85696e-06	2.06530e-06	1
force-save-2023.07.02-15.40.58.924.jpk-force	1	-4.20000e-06	-5.40000e-06	1.94856e-09	-1.15154e-05	7.90928e-06	2.79123e-11	-2.79123e-11	4.15325e-07	0	1.79041e-19	4.10038e-07	4.32744e-07	0
force-save-2023.07.02-15.41.05.801.jpk-force	1	-4.20000e-06	-5.40000e-06	2.01472e-09	-2.15635e-05	7.88256e-06	3.45340e-11	-3.45340e-11	4.80345e-07	0	3.00846e-18	3.49115e-07	5.52485e-07	0
force-save-2023.07.02-15.41.09.367.jpk-force	2	-3.00000e-06	-5.40000e-06	1.85745e-09	-1.38728e-05	7.92155e-06	2.63832e-11	-2.63832e-11	6.99954e-07	0	9.16090e-19	2.21674e-06	2.32646e-06	0
force-save-2023.07.02-15.41.19.732.jpk-force	2	-3.00000e-06	-5.40000e-06	1.74369e-09	-7.34393e-06	8.07877e-06	2.34148e-11	-2.34148e-11	2.84956e-06	0	3.58591e-19	2.69850e-06	2.74651e-06	0
force-save-2023.07.02-15.41.26.594.jpk-force	2	-3.00000e-06	-5.40000e-06	1.76074e-09	-1.25920e-05	7.82776e-06	3.04243e-11	-3.04243e-11	1.20021e-06	0	7.42860e-19	3.51452e-06	3.61869e-06	0
force-save-2023.07.02-15.41.33.464.jpk-force	2	-3.00000e-06	-5.40000e-06	1.69887e-09	-1.10598e-05	7.86225e-06	3.59331e-11	-3.59331e-11	9.38095e-07	0	4.40087e-19	4.07670e-06	4.14194e-06	0
force-save-2023.07.02-18.00.40.203.jpk-force	0	-5.40000e-06	-5.40000e-06	6.13291e-09	-1.74259e-05	8.43789e-06	1.73472e-11	-1.73472e-11	3.13853e-06	0	2.10043e-19	3.11244e-06	3.14868e-06	0
force-save-2023.07.02-18.00.52.253.jpk-force	0	-5.40000e-06	-5.40000e-06	6.10731e-09	-1.81376e-05	8.49815e-06	3.26219e-11	-3.26219e-11	1.15331e-06	0	6.82209e-19	7.38280e-07	8.11186e-07	0
force-save-2023.07.02-18.01.09.810.jpk-force	0	-5.40000e-06	-5.40000e-06	5.96106e-09	-1.58735e-05	8.34951e-06	2.77684e-11	-2.77684e-11	1.32123e-06	0	4.09905e-19	2.05390e-06	2.10740e-06	0
force-save-2023.07.02-18.01.19.200.jpk-force	0	-5.40000e-06	-5.40000e-06	5.94568e-09	-1.74187e-05	8.44468e-06	3.17794e-11	-3.17794e-11	1.94296e-07	1	9.02508e-19	1.40569e-07	2.04731e-07	0
force-save-2023.07.02-18.01.27.592.jpk-force	0	-5.40000e-06	-5.40000e-06	5.93849e-09	-2.29843e-05	8.17273e-06	1.90212e-10	-1.90212e-10	1.27944e-07	1	1.07225e-17	9.15819e-09	1.34995e-07	1
force-save-2023.07.02-18.01.31.847.jpk-force	0	-5.40000e-06	-5.40000e-06	5.94365e-09	-2.61602e-05	8.34463e-06	2.68996e-11	-2.68996e-11	1.68359e-06	0	8.08603e-19	8.79171e-07	9.69519e-07	0
force-save-2023.07.02-18.01.34.051.jpk-force	1	-4.20000e-06	-5.40000e-06	5.88001e-09	-2.27970e-05	8.29964e-06	8.57618e-11	-8.57618e-11	1.61199e-06	0	5.47381e-19	1.00110e-06	1.07730e-06	0
force-save-2023.07.02-18.01.40.384.jpk-force	1	-4.20000e-06	-5.40000e-06	5.85079e-09	-2.31389e-05	8.11445e-06	2.27900e-11	-2.27900e-11	1.41620e-06	0	1.00493e-18	1.35491e-06	1.47143e-06	0
force-save-2023.07.02-18.01.44.645.jpk-force	1	-4.20000e-06	-5.40000e-06	5.79975e-09	-2.04040e-05	7.99696e-06	2.36913e-11	-2.36913e-11	8.60500e-07	0	4.47734e-19	7.91583e-07	8.58564e-07	0
force-save-2023.07.02-18.01.48.916.jpk-force	1	-4.20000e-06	-5.40000e-06	5.76441e-09	-1.88507e-05	8.05232e-06	1.95310e-11	-1.95310e-11	3.17080e-07	0	1.49393e-19	6.03121e-07	6.25020e-07	0
force-save-2023.07.02-18.01.55.374.jpk-force	2	-3.00000e-06	-5.40000e-06	5.81174e-09	-2.95996e-05	7.78936e-06	2.53084e-11	-2.53084e-11	5.45810e-07	0	8.44775e-19	5.63720e-07	6.59976e-07	0
force-save-2023.07.02-18.02.01.677.jpk-force	2	-3.00000e-06	-5.40000e-06	5.75292e-09	-2.74331e-05	7.88898e-06	2.08478e-11	-2.08478e-11	1.47721e-06	0	1.27127e-19	7.00778e-07	7.17403e-07	0
force-save-2023.07.02-18.02.05.752.jpk-force	2	-3.00000e-06	-5.40000e-06	5.60169e-09	-1.23965e-05	8.11976e-06	1.94147e-11	-1.94147e-11	1.27842e-06	0	9.37868e-19	1.18557e-06	1.30427e-06	0
force-save-2023.07.02-18.02.09.934.jpk-force	2	-3.00000e-06	-5.40000e-06	5.68977e-09	-2.37523e-05	7.63443e-06	1.99989e-10	-1.99989e-10	4.78460e-08	1	4.96695e-18	1.79889e-09	5.21336e-08	1
force-save-2023.07.02-18.02.14.136.jpk-force	2	-3.00000e-06	-5.40000e-06	5.62623e-09	-1.49257e-05	7.73924e-06	6.98331e-11	-6.98331e-11	3.81195e-08	1	1.67752e-18	2.14618e-06	2.28411e-06	1
force-save-2023.07.02-18.02.35.438.jpk-force	3	-1.80000e-06	-5.40000e-06	5.49810e-09	-2.56298e-05	7.63885e-06	2.81555e-11	-2.81555e-11	1.26921e-06	0	1.42003e-18	1.21448e-06	1.35402e-06	0
force-save-2023.07.02-18.02.37.659.jpk-force	4	-6.00000e-07	-5.40000e-06	5.39995e-09	-1.87642e-05	7.26173e-06	2.43083e-11	-2.43083e-11	6.96463e-07	0	9.34672e-19	6.05923e-07	7.09056e-07	0
force-save-2023.07.02-18.02.44.142.jpk-force	4	-6.00000e-07	-5.40000e-06	5.44081e-09	-2.63620e-05	7.23680e-06	1.77200e-11	-1.77200e-11	5.68175e-07	0	5.02170e-20	4.83831e-07	4.95458e-07	0
force-save-2023.07.02-18.02.48.364.jpk-force	4	-6.00000e-07	-5.40000e-06	5.42132e-09	-2.46564e-05	7.10568e-06	2.54499e-11	-2.54499e-11	2.33632e-07	1	6.00249e-19	2.44158e-07	3.02798e-07	0
force-save-2023.07.02-18.02.52.601.jpk-force	4	-6.00000e-07	-5.40000e-06	5.43375e-09	-2.95712e-05	7.25471e-06	1.72380e-11	-1.72380e-11	5.41367e-07	0	1.12727e-19	4.97102e-07	5.18292e-07	0
force-save-2023.07.02-18.02.56.822.jpk-force	4	-6.00000e-07	-5.40000e-06	5.38937e-09	-2.84516e-05	7.15980e-06	2.07548e-11	-2.07548e-11	3.72011e-07	0	3.99317e-19	9.75985e-07	1.03278e-06	0
force-save-2023.07.02-18.02.59.040.jpk-force	5	6.00000e-07	-5.40000e-06	5.35008e-09	-2.80894e-05	6.89535e-06	2.25801e-11	-2.25801e-11	8.00162e-07	0	1.31031e-19	1.14203e-06	1.16504e-06	0
force-save-2023.07.02-18.03.05.394.jpk-force	5	6.00000e-07	-5.40000e-06	5.28857e-09	-2.50196e-05	6.90609e-06	2.15393e-11	-2.15393e-11	3.93343e-07	0	1.97440e-19	1.79716e-06	1.82593e-06	0
force-save-2023.07.02-18.03.09.623.jpk-force	5	6.00000e-07	-5.40000e-06	5.20738e-09	-2.05458e-05	6.75858e-06	4.17380e-11	-4.17380e-11	2.83123e-07	1	2.55090e-18	1.18368e-07	3.07312e-07	0
force-save-2023.07.02-18.03.13.846.jpk-force	5	6.00000e-07	-5.40000e-06	5.22315e-09	-2.59192e-05	6.74748e-06	1.91890e-11	-1.91890e-11	9.56723e-07	0	2.24338e-19	9.77626e-07	1.01289e-06	0
force-save-2023.07.02-18.03.18.068.jpk-force	5	6.00000e-07	-5.40000e-06	5.19502e-09	-2.31091e-05	6.81319e-06	2.24837e-11	-2.24837e-11	6.85550e-07	0	8.50103e-20	4.36784e-07	4.54792e-07	0
force-save-2023.07.02-18.03.20.284.jpk-force	6	1.80000e-06	-5.40000e-06	5.18374e-09	-2.58819e-05	6.50732e-06	2.43245e-11	-2.43245e-11	1.30373e-06	0	8.74006e-19	9.03094e-07	1.01127e-06	0
force-save-2023.07.02-18.03.26.631.jpk-force	6	1.80000e-06	-5.40000e-06	5.15707e-09	-2.69510e-05	6.55978e-06	2.49585e-11	-2.49585e-11	9.60156e-07	0	2.91226e-19	1.19008e-06	1.23864e-06	0
force-save-2023.07.02-18.03.30.850.jpk-force	6	1.80000e-06	-5.40000e-06	5.06269e-09	-1.92363e-05	6.53662e-06	2.12800e-11	-2.12800e-11	1.68653e-06	0	1.52748e-19	1.71604e-06	1.74271e-06	0
force-save-2023.07.02-18.03.35.082.jpk-force	6	1.80000e-06	-5.40000e-06	5.16956e-09	-3.77016e-05	6.39240e-06	2.18837e-11	-2.18837e-11	1.70318e-06	0	7.18046e-19	1.33524e-06	1.44389e-06	0
force-save-2023.07.02-18.03.47.895.jpk-force	7	3.00000e-06	-5.40000e-06	4.99864e-09	-2.92982e-05	6.18829e-06	2.67079e-11	-2.67079e-11	1.23150e-06	0	1.19143e-18	1.17353e-06	1.32223e-06	0
force-save-2023.07.02-18.03.52.119.jpk-force	7	3.00000e-06	-5.40000e-06	4.99224e-09	-3.26062e-05	6.12886e-06	4.38783e-11	-4.38783e-11	3.64801e-07	0	2.74897e-18	2.26373e-07	3.78838e-07	1
force-save-2023.07.02-18.03.56.343.jpk-force	7	3.00000e-06	-5.40000e-06	4.93251e-09	-2.93852e-05	6.15737e-06	2.13473e-11	-2.13473e-11	1.04271e-06	0	2.16887e-19	1.38083e-06	1.41267e-06	0
force-save-2023.07.02-18.04.00.566.jpk-force	7	3.00000e-06	-5.40000e-06	4.88428e-09	-2.83849e-05	6.08034e-06	1.76428e-11	-1.76428e-11	1.54094e-06	0	4.10764e-19	5.13157e-07	5.72502e-07	0
force-save-2023.07.02-18.04.02.789.jpk-force	8	4.20000e-06	-5.40000e-06	4.82898e-09	-2.45581e-05	5.90529e-06	2.15642e-11	-2.15642e-11	1.02719e-06	0	3.82519e-19	1.74543e-06	1.80911e-06	0
force-save-2023.07.02-18.04.09.144.jpk-force	8	4.20000e-06	-5.40000e-06	4.83924e-09	-2.85018e-05	5.83543e-06	1.72893e-11	-1.72893e-11	4.12188e-07	0	8.05021e-20	1.31943e-06	1.33843e-06	0
force-save-2023.07.02-18.04.17.582.jpk-force	8	4.20000e-06	-5.40000e-06	4.75748e-09	-2.66890e-05	5.76200e-06	2.05963e-11	-2.05963e-11	1.90147e-06	0	1.38765e-19	1.89027e-06	1.91294e-06	0
force-save-2023.07.02-18.04.21.803.jpk-force	8	4.20000e-06	-5.40000e-06	4.73539e-09	-2.63612e-05	5.46476e-06	9.58134e-11	-9.58134e-11	2.54038e-08	1	1.50961e-18	2.67641e-11	3.35566e-08	1
force-save-2023.07.02-18.04.24.021.jpk-force	9	5.40000e-06	-5.40000e-06	4.68980e-09	-2.34179e-05	5.59846e-06	1.77823e-11	-1.77823e-11	1.16951e-06	0	2.28193e-19	1.16214e-06	1.20583e-06	0
force-save-2023.07.02-18.04.38.791.jpk-force	9	5.40000e-06	-5.40000e-06	4.59566e-09	-2.21235e-05	5.70422e-06	2.55168e-11	-2.55168e-11	7.36331e-07	0	1.79346e-18	6.06772e-07	7.79426e-07	0
force-save-2023.07.02-18.04.43.003.jpk-force	9	5.40000e-06	-5.40000e-06	4.58497e-09	-2.31507e-05	5.50705e-06	2.42765e-11	-2.42765e-11	1.42996e-06	0	1.18529e-18	1.74027e-06	1.87089e-06	0
force-save-2023.07.02-18.04.45.223.jpk-force	10	5.40000e-06	-4.20000e-06	4.54895e-09	-2.30286e-05	5.52370e-06	2.77613e-11	-2.77613e-11	6.15621e-07	0	1.39998e-18	5.36189e-07	6.69272e-07	0
force-save-2023.07.02-18.04.51.477.jpk-force	10	5.40000e-06	-4.20000e-06	4.54830e-09	-2.68015e-05	5.56617e-06	2.30848e-11	-2.30848e-11	1.72982e-06	0	1.00256e-18	1.67629e-06	1.81725e-06	0
force-save-2023.07.02-18.04.55.679.jpk-force	10	5.40000e-06	-4.20000e-06	4.52082e-09	-2.65538e-05	5.56255e-06	2.47043e-11	-2.47043e-11	1.16887e-06	0	3.48452e-19	1.13834e-06	1.19342e-06	0
force-save-2023.07.02-18.04.59.908.jpk-force	10	5.40000e-06	-4.20000e-06	4.51207e-09	-3.01235e-05	5.33962e-06	2.44647e-11	-2.44647e-11	6.09320e-07	0	7.98764e-19	5.85839e-07	6.72824e-07	0
force-save-2023.07.02-18.05.04.138.jpk-force	10	5.40000e-06	-4.20000e-06	4.45393e-09	-2.69759e-05	5.50033e-06	2.48722e-11	-2.48722e-11	1.01342e-06	0	1.48634e-18	9.05104e-07	1.04201e-06	0
force-save-2023.07.02-18.05.06.360.jpk-force	11	4.20000e-06	-4.20000e-06	4.33607e-09	-1.23563e-05	5.61214e-06	2.45926e-11	-2.45926e-11	1.58007e-06	0	2.95384e-19	1.66990e-06	1.72134e-06	0
force-save-2023.07.02-18.05.20.930.jpk-force	11	4.20000e-06	-4.20000e-06	4.35495e-09	-2.74938e-05	5.37677e-06	2.06894e-11	-2.06894e-11	1.25541e-06	0	1.10864e-18	1.16348e-06	1.29970e-06	0
force-save-2023.07.02-18.05.25.163.jpk-force	11	4.20000e-06	-4.20000e-06	4.23852e-09	-1.62242e-05	5.41554e-06	2.08389e-11	-2.08389e-11	7.56407e-07	0	2.74223e-19	1.86845e-06	1.90769e-06	0
force-save-2023.07.02-18.05.27.374.jpk-force	12	3.00000e-06	-4.20000e-06	4.22112e-09	-1.29354e-05	5.50130e-06	2.34321e-11	-2.34321e-11	7.30624e-07	0	1.27148e-18	1.86488e-06	2.01285e-06	0
force-save-2023.07.02-18.05.37.749.jpk-force	12	3.00000e-06	-4.20000e-06	4.21834e-09	-1.92218e-05	5.42108e-06	6.30848e-11	-6.30848e-11	1.87632e-06	0	1.06126e-17	1.54462e-06	1.94216e-06	1
force-save-2023.07.02-18.05.41.971.jpk-force	12	3.00000e-06	-4.20000e-06	4.22672e-09	-2.72690e-05	5.46458e-06	2.20441e-11	-2.20441e-11	4.90526e-07	0	1.16191e-18	7.14255e-07	8.51054e-07	0
force-save-2023.07.02-18.05.46.205.jpk-force	12	3.00000e-06	-4.20000e-06	4.21088e-09	-2.82718e-05	5.35013e-06	2.74735e-11	-2.74735e-11	3.42417e-07	0	1.20398e-18	2.75092e-07	3.95079e-07	0
force-save-2023.07.02-18.05.48.426.jpk-force	13	1.80000e-06	-4.20000e-06	4.14996e-09	-2.40838e-05	5.52134e-06	2.16844e-11	-2.16844e-11	7.85028e-07	0	8.73174e-19	1.08025e-06	1.18666e-06	0
force-save-2023.07.02-18.05.54.608.jpk-force	13	1.80000e-06	-4.20000e-06	4.10331e-09	-2.25049e-05	5.30663e-06	3.41360e-10	-3.41360e-10	2.17213e-07	1	4.15930e-17	3.85792e-09	3.46599e-07	4
force-save-2023.07.02-18.06.03.060.jpk-force	13	1.80000e-06	-4.20000e-06	4.12860e-09	-3.26532e-05	5.46923e-06	3.01058e-11	-3.01058e-11	6.94417e-07	0	9.85603e-19	6.38108e-07	7.10494e-07	0
force-save-2023.07.02-18.06.07.289.jpk-force	13	1.80000e-06	-4.20000e-06	4.01399e-09	-2.11942e-05	5.48039e-06	2.47617e-11	-2.47617e-11	1.14703e-06	0	1.54366e-18	1.06745e-06	1.25516e-06	0
force-save-2023.07.02-18.06.09.506.jpk-force	14	6.00000e-07	-4.20000e-06	4.05238e-09	-2.94470e-05	5.40889e-06	2.21982e-11	-2.21982e-11	6.81432e-07	0	8.60316e-19	9.52579e-07	1.05044e-06	0
force-save-2023.07.02-18.06.15.734.jpk-force	14	6.00000e-07	-4.20000e-06	4.03255e-09	-3.30605e-05	5.45524e-06	2.07329e-11	-2.07329e-11	1.85068e-06	0	9.99963e-19	7.92922e-07	9.18826e-07	0
force-save-2023.07.02-18.06.19.962.jpk-force	14	6.00000e-07	-4.20000e-06	3.98106e-09	-2.83671e-05	5.34110e-06	2.14348e-11	-2.14348e-11	1.94922e-06	0	5.99049e-19	8.84684e-07	9.57501e-07	0
force-save-2023.07.02-18.06.24.196.jpk-force	14	6.00000e-07	-4.20000e-06	3.91904e-09	-2.08534e-05	5.33924e-06	1.72173e-11	-1.72173e-11	4.55426e-08	1	1.99234e-19	7.31122e-07	7.73133e-07	0
force-save-2023.07.02-18.06.30.625.jpk-force	15	-6.00000e-07	-4.20000e-06	3.93574e-09	-3.05408e-05	5.34993e-06	2.07656e-11	-2.07656e-11	1.23243e-06	0	3.56332e-19	1.49366e-06	1.55451e-06	0
force-save-2023.07.02-18.06.36.831.jpk-force	15	-6.00000e-07	-4.20000e-06	3.88669e-09	-2.63066e-05	5.20393e-06	6.15852e-11	-6.15852e-11	1.24587e-07	1	2.89772e-18	4.79629e-08	1.31861e-07	1
force-save-2023.07.02-18.06.41.059.jpk-force	15	-6.00000e-07	-4.20000e-06	3.84799e-09	-2.51494e-05	5.16713e-06	7.04892e-10	-7.04892e-10	6.05858e-07	0	1.39339e-16	5.08522e-08	6.29920e-07	2
force-save-2023.07.02-18.06.45.290.jpk-force	15	-6.00000e-07	-4.20000e-06	3.83171e-09	-2.56227e-05	5.21606e-06	1.98169e-11	-1.98169e-11	9.09250e-08	1	1.40421e-19	7.99533e-08	9.46441e-08	0
force-save-2023.07.02-18.06.49.514.jpk-force	15	-6.00000e-07	-4.20000e-06	3.78643e-09	-2.21497e-05	5.21694e-06	1.81030e-11	-1.81030e-11	1.25164e-06	0	8.69868e-20	1.26308e-06	1.28316e-06	0
force-save-2023.07.02-18.06.51.736.jpk-force	16	-1.80000e-06	-4.20000e-06	3.84872e-09	-3.50443e-05	5.61510e-06	1.81014e-11	-1.81014e-11	9.50873e-07	0	3.20918e-19	9.14103e-07	9.63849e-07	0
force-save-2023.07.02-18.06.57.587.jpk-force	16	-1.80000e-06	-4.20000e-06	3.80350e-09	-3.30864e-05	5.69708e-06	3.11737e-11	-3.11737e-11	2.10544e-07	1	1.25947e-18	1.12602e-07	2.17587e-07	0
force-save-2023.07.02-18.07.01.669.jpk-force	16	-1.80000e-06	-4.20000e-06	3.70643e-09	-2.38577e-05	6.04681e-06	2.26839e-11	-2.26839e-11	9.98530e-07	0	1.38035e-18	9.49288e-07	1.10847e-06	0
force-save-2023.07.02-18.07.05.911.jpk-force	16	-1.80000e-06	-4.20000e-06	3.72587e-09	-2.74425e-05	5.74887e-06	3.99664e-11	-3.99664e-11	2.64409e-07	1	1.28586e-18	1.87423e-06	2.01717e-06	1
force-save-2023.07.02-18.07.22.505.jpk-force	17	-3.00000e-06	-4.20000e-06	3.62539e-09	-2.52821e-05	6.17668e-06	1.91103e-11	-1.91103e-11	7.54057e-07	0	1.52730e-19	7.00290e-07	7.24850e-07	0
force-save-2023.07.02-18.07.26.735.jpk-force	17	-3.00000e-06	-4.20000e-06	3.55580e-09	-2.08711e-05	6.32682e-06	2.37851e-11	-2.37851e-11	3.65838e-07	0	3.99639e-19	3.23316e-07	3.70481e-07	0
force-save-2023.07.02-18.07.30.979.jpk-force	17	-3.00000e-06	-4.20000e-06	3.55541e-09	-2.20333e-05	6.18464e-06	2.42419e-11	-2.42419e-11	1.14212e-06	0	1.29863e-18	1.06037e-06	1.19966e-06	0
force-save-2023.07.02-18.07.33.191.jpk-force	18	-4.20000e-06	-4.20000e-06	3.55588e-09	-2.61679e-05	6.44537e-06	1.95713e-11	-1.95713e-11	8.64092e-07	0	3.84811e-19	8.46857e-07	8.96389e-07	0
force-save-2023.07.02-18.07.39.220.jpk-force	18	-4.20000e-06	-4.20000e-06	3.52461e-09	-2.45048e-05	6.39106e-06	2.16825e-11	-2.16825e-11	5.38496e-07	0	2.46810e-19	5.23355e-07	5.59657e-07	0
force-save-2023.07.02-18.07.43.456.jpk-force	18	-4.20000e-06	-4.20000e-06	3.51420e-09	-2.68979e-05	6.38850e-06	2.52232e-11	-2.52232e-11	1.18179e-06	0	9.10804e-19	1.20815e-06	1.32767e-06	0
force-save-2023.07.02-18.07.47.697.jpk-force	18	-4.20000e-06	-4.20000e-06	3.46891e-09	-2.17995e-05	6.27627e-06	2.01684e-11	-2.01684e-11	1.50811e-06	0	5.62048e-19	1.83535e-06	1.90961e-06	0
force-save-2023.07.02-18.08.00.252.jpk-force	19	-5.40000e-06	-4.20000e-06	3.39609e-09	-2.25282e-05	6.45007e-06	1.94424e-11	-1.94424e-11	1.66386e-06	0	1.34664e-19	1.64262e-06	1.66782e-06	0
force-save-2023.07.02-18.08.04.485.jpk-force	19	-5.40000e-06	-4.20000e-06	3.38698e-09	-2.39895e-05	6.47479e-06	2.69821e-11	-2.69821e-11	9.41500e-07	0	6.72716e-19	8.84590e-07	9.64516e-07	0
force-save-2023.07.02-18.08.21.344.jpk-force	20	-5.40000e-06	-3.00000e-06	3.32232e-09	-2.80596e-05	6.35298e-06	2.19082e-11	-2.19082e-11	8.36267e-07	0	2.82139e-19	4.74072e-07	5.16901e-07	0
force-save-2023.07.02-18.08.25.586.jpk-force	20	-5.40000e-06	-3.00000e-06	3.27670e-09	-2.34590e-05	6.29576e-06	2.22331e-11	-2.22331e-11	3.37414e-07	0	2.95520e-19	1.65559e-06	1.70376e-06	0
force-save-2023.07.02-18.08.29.809.jpk-force	20	-5.40000e-06	-3.00000e-06	3.26595e-09	-2.49588e-05	6.26480e-06	2.28761e-11	-2.28761e-11	1.24276e-06	0	2.24003e-19	1.63917e-06	1.67301e-06	0
force-save-2023.07.02-18.08.34.036.jpk-force	20	-5.40000e-06	-3.00000e-06	3.28430e-09	-2.95658e-05	6.20420e-06	2.99326e-11	-2.99326e-11	4.21356e-07	0	2.05976e-18	2.70854e-07	4.41264e-07	0
force-save-2023.07.02-18.08.36.253.jpk-force	21	-4.20000e-06	-3.00000e-06	3.21182e-09	-2.45047e-05	5.85922e-06	2.26423e-11	-2.26423e-11	5.37886e-07	0	7.12822e-19	1.82342e-06	1.92293e-06	0
force-save-2023.07.02-18.08.42.751.jpk-force	21	-4.20000e-06	-3.00000e-06	3.15952e-09	-2.25265e-05	5.87278e-06	2.36549e-11	-2.36549e-11	1.32932e-07	1	3.25146e-19	1.88725e-06	1.93060e-06	0
force-save-2023.07.02-18.08.46.994.jpk-force	21	-4.20000e-06	-3.00000e-06	3.13907e-09	-2.36575e-05	5.86050e-06	3.53879e-11	-3.53879e-11	7.85601e-07	0	1.79224e-18	6.56202e-07	7.92679e-07	0
force-save-2023.07.02-18.08.51.224.jpk-force	21	-4.20000e-06	-3.00000e-06	3.15105e-09	-2.79138e-05	5.76368e-06	2.25963e-11	-2.25963e-11	6.49591e-07	0	6.59512e-19	1.96892e-06	2.06641e-06	0
force-save-2023.07.02-18.08.55.456.jpk-force	21	-4.20000e-06	-3.00000e-06	3.07903e-09	-1.94005e-05	5.74021e-06	2.22486e-11	-2.22486e-11	1.88930e-06	0	9.04151e-19	1.85442e-06	1.95857e-06	0
