Filename,Index,X Min [m],X Max [m],Contour Length [nm],Bending Length [pm],Stretch Modulus,Residual RMS [pN],Breaking Force [pN],Critical Loading Rate [N/s]
force-save-2023.03.06-19.36.00.134.jpk-force,1.0,1.2e-06,1.4e-06,2099.9999999999995,84.0,,8.1,120.0,4e-10
force-save-2023.03.06-19.10.55.853.jpk-force,0.0,2.1e-11,8.1e-07,1100.0,420.0,,8.1,48.0,4.6e-10
force-save-2023.03.06-18.59.22.442.jpk-force,4.0,8.3e-07,9e-07,1100.0,220.0,,8.1,150.0,1.8e-09
force-save-2023.03.06-19.45.41.420.jpk-force,0.0,5.9e-08,4.4e-07,589.9999999999999,460.0,,8.1,38.0,6.1e-10
force-save-2023.03.06-19.08.53.196.jpk-force,1.0,3.1e-07,3.3e-07,459.99999999999994,76.0,,8.1,180.0,3.2e-09
force-save-2023.03.06-19.25.10.910.jpk-force,1.0,5e-07,5.2e-07,709.9999999999999,220.0,,8.1,75.0,9.3e-10
force-save-2023.03.06-18.58.57.305.jpk-force,3.0,6.1e-07,7.3e-07,1699.9999999999998,23.0,,8.1,170.0,5.2e-10
force-save-2023.03.06-19.47.26.839.jpk-force,0.0,3.9e-08,3.9e-07,429.99999999999994,2500.0,,7.8999999999999995,34.0,1.8e-09
force-save-2023.03.06-19.02.43.586.jpk-force,1.0,3.7e-07,1.7e-06,2699.9999999999995,86.0,,7.8999999999999995,110.0,2.7e-10
force-save-2023.03.06-19.35.49.060.jpk-force,3.0,2e-06,2.5e-06,3599.9999999999995,100.0,,7.8999999999999995,130.0,2.8e-10
force-save-2023.03.06-19.25.33.056.jpk-force,1.0,9.5e-07,1.4e-06,2099.9999999999995,81.0,,7.8,140.0,4.7e-10
force-save-2023.03.06-19.24.54.539.jpk-force,1.0,1.9e-07,2.8e-07,379.99999999999994,300.0,,7.7,59.0,1.4e-09
force-save-2023.03.06-19.31.37.300.jpk-force,1.0,4.9e-07,6.8e-07,869.9999999999999,750.0,,7.6,30.0,4.1e-10
force-save-2023.03.06-18.58.43.344.jpk-force,4.0,8.9e-07,1.1e-06,2399.9999999999995,42.0,,7.6,100.0,2.3e-10
force-save-2023.03.06-19.18.13.431.jpk-force,0.0,2.8e-07,7.1e-07,1699.9999999999998,100.0,,7.6,35.0,1.1e-10
force-save-2023.03.06-19.49.22.778.jpk-force,0.0,1.7e-07,1.7e-06,2299.9999999999995,190.0,,7.5,84.0,3.3e-10
force-save-2023.03.06-19.06.24.127.jpk-force,7.0,6e-07,6.1e-07,749.9999999999999,130.0,,7.4,250.00000000000003,4.2e-09
force-save-2023.03.06-19.13.04.413.jpk-force,1.0,4.6e-07,4.9e-07,629.9999999999999,190.0,,7.4,130.0,2.4e-09
force-save-2023.03.06-19.03.44.279.jpk-force,1.0,6.4e-07,1.1e-06,1599.9999999999998,67.0,,7.4,150.0,6.4e-10
force-save-2023.03.06-18.58.21.027.jpk-force,1.0,2.5e-07,2.7e-07,359.99999999999994,110.0,,7.3,160.0,4.1e-09
force-save-2023.03.06-19.31.48.632.jpk-force,0.0,1e-07,1e-06,1300.0,440.0,,7.0,59.0,5.8e-10
force-save-2023.03.06-18.59.11.330.jpk-force,5.0,7.7e-07,7.7e-07,939.9999999999999,110.0,,6.9,310.0,4.2e-09
force-save-2023.03.06-19.47.21.291.jpk-force,0.0,3.3e-10,2.7e-07,1300.0,54.0,,6.8,26.0,1.5e-10
force-save-2023.03.06-19.13.04.413.jpk-force,4.0,6e-07,6.2e-07,789.9999999999999,260.0,,6.8,98.0,1.4e-09
force-save-2023.03.06-19.13.04.413.jpk-force,2.0,5e-07,5.2e-07,729.9999999999999,160.0,,6.5,94.0,1.1e-09
force-save-2023.03.06-19.15.11.709.jpk-force,3.0,6.8e-07,7.1e-07,959.9999999999998,110.0,,6.5,150.0,1.4e-09
force-save-2023.03.06-18.59.11.330.jpk-force,4.0,7.2e-07,7.6e-07,969.9999999999999,66.0,,6.5,370.0,4e-09
force-save-2023.03.06-19.06.10.587.jpk-force,4.0,6e-07,6.1e-07,739.9999999999999,210.0,,6.5,160.0,3e-09
force-save-2023.03.06-19.14.16.504.jpk-force,3.0,1.5e-06,1.8e-06,2699.9999999999995,82.0,,6.4,130.0,3.5e-10
force-save-2023.03.06-19.01.42.155.jpk-force,2.0,6.4e-07,6.6e-07,770.0,360.0,,6.3,130.0,2.6e-09
force-save-2023.03.06-19.23.42.324.jpk-force,1.0,6e-07,6.4e-07,949.9999999999999,51.0,,5.6000000000000005,220.0,1.6e-09
