spot Cell divison_processed-Area [aJ]-14.03.52,spot Cell divison_processed-Adhesion [pN]-14.03.52,spot elongation_processed-Area [aJ]-13.26.56,spot elongation_processed-Adhesion [pN]-13.26.56,spot maturation_processed-Area [aJ]-14.04.13,spot maturation_processed-Adhesion [pN]-14.04.13
20.103899999999996,74.5235,27.8036,173.551,40.92809999999999,308.794
478.51199999999994,1123.18,90.475,283.062,20.710099999999997,152.238
7.339189999999999,108.26100000000001,218.46599999999998,266.53799999999995,23.606699999999996,109.11699999999999
33.08259999999999,136.145,101.32499999999999,207.278,4.06297,78.74799999999999
23.166799999999995,53.716499999999996,9.25292,71.7406,15.633399999999996,115.649
17.766599999999997,64.0658,57.053099999999986,120.664,16.723699999999997,205.19299999999998
91.49759999999999,321.17,259.327,387.58000000000004,2.74897,43.8783
504.6139999999999,722.5409999999999,1.7799899999999997,64.5406,10.612599999999999,63.084799999999994
187.66499999999996,569.1389999999999,9.54782,84.086,41.59299999999999,341.36
11.593399999999999,63.1601,81.47169999999998,136.509,139.33899999999997,704.892
51.42159999999999,302.40000000000003,66.21279999999999,181.746,12.455799999999998,88.2668
269.09499999999997,582.39,70.5166,104.53399999999999,4.31802,44.0287
11.712799999999998,49.6375,7.28989,71.015,,
129.44899999999998,639.0340000000001,3.36834,55.233,,
18.363999999999997,75.96470000000001,2.96188,62.2023,,
20.642599999999998,98.9178,43.254,158.603,,
51.889399999999995,472.042,5.9697499999999994,86.94930000000001,,
79.04409999999999,165.356,39.628899999999994,172.547,,
174.18799999999996,528.1469999999999,81.3068,115.86999999999999,,
104.11099999999999,258.77500000000003,75.50179999999999,157.949,,
248.2,537.071,14.7624,119.007,,
67.16229999999999,180.18800000000002,12.089599999999999,370.497,,
193.79299999999998,226.65200000000002,1.75537,55.7359,,
612.203,937.3720000000001,216.75799999999998,270.806,,
52.922999999999995,91.1224,85.68379999999999,180.759,,
199.164,482.91499999999996,12.657999999999998,64.8425,,
16.161599999999996,113.703,11.574399999999999,132.784,,
121.55099999999997,155.871,33.1603,208.99800000000002,,
5.73706,40.3723,6.26477,103.81,,
141.85799999999998,300.933,20.978499999999997,104.381,,
48.53359999999999,77.3036,8.89019,151.64000000000001,,
10.897299999999998,42.979899999999994,8.97331,145.65,,
31.583899999999996,58.167199999999994,19.481199999999998,231.06,,
29.503799999999995,123.47699999999999,3.5356499999999995,84.3733,,
564.8589999999999,494.427,3.52626,100.265,,
28.8422,109.131,45.659499999999994,293.851,,
252.59399999999997,725.6220000000001,14.314099999999998,94.9272,,
199.19299999999996,674.814,5.97131,53.1826,,
10.582799999999999,46.291199999999996,51.52919999999999,174.116,,
13.194399999999998,41.7154,21.985699999999994,107.963,,
81.31279999999998,289.432,27.069899999999997,117.155,,
16.711599999999997,132.108,3.0277999999999996,52.796099999999996,,
422.816,941.31,1.2625799999999998,39.3539,,
75.05539999999999,300.199,1.91163,35.1639,,
219.634,549.9879999999999,,,,
25.701699999999995,101.14399999999999,,,,
30.0156,136.824,,,,
3.8187699999999998,42.4382,,,,
17.1631,80.917,,,,
302.20199999999994,414.62600000000003,,,,
5.3956,39.7703,,,,
86.89,214.728,,,,
1.99203,38.5715,,,,
7.64126,44.6036,,,,
