Filename,Index,X Min [m],X Max [m],Contour Length [nm],Bending Length [pm],Stretch Modulus,Residual RMS [pN],Breaking Force [pN],Critical Loading Rate [N/s]
force-save-2023.03.06-19.26.39.574.jpk-force,0,3.79e-08,3.76e-07,756.0,35.699999999999996,,10.1,142.0,9.8e-10
force-save-2023.03.06-19.07.24.675.jpk-force,1,3.12e-07,5.23e-07,627.9999999999999,449.0,,10.0,87.4,2.07e-09
force-save-2023.03.06-19.05.18.019.jpk-force,5,1.04e-06,1.39e-06,2179.9999999999995,81.39999999999999,,10.0,115.0,3.52e-10
force-save-2023.03.06-19.00.52.076.jpk-force,4,4.61e-07,6.4e-07,929.9999999999999,76.2,,9.98,162.0,1.3e-09
force-save-2023.03.06-18.59.22.442.jpk-force,3,7.23e-07,8.14e-07,1359.9999999999998,38.5,,9.950000000000001,204.0,9.15e-10
force-save-2023.03.06-19.37.12.303.jpk-force,0,1.99e-11,2.25e-07,403.99999999999994,98.8,,9.82,65.8,9.12e-10
force-save-2023.03.06-19.19.08.822.jpk-force,0,4.01e-11,7.85e-07,968.9999999999999,255.0,,9.79,121.0,1.63e-09
force-save-2023.03.06-18.57.36.569.jpk-force,0,7.2e-08,7.1e-07,855.9999999999999,711.0,,9.66,52.6,9.17e-10
force-save-2023.03.06-19.00.01.518.jpk-force,3,8.5e-07,1.51e-06,2179.9999999999995,105.0,,9.65,120.0,4.28e-10
force-save-2023.03.06-19.25.44.353.jpk-force,0,2.75e-08,2.61e-07,409.99999999999994,79.60000000000001,,9.64,118.0,1.84e-09
force-save-2023.03.06-19.02.43.586.jpk-force,0,2.13e-08,2.08e-07,344.99999999999994,213.0,,9.62,37.7,6.52e-10
force-save-2023.03.06-19.07.16.688.jpk-force,1,7.26e-07,9.19e-07,1679.9999999999998,55.1,,9.51,113.0,3.82e-10
force-save-2023.03.06-19.21.33.183.jpk-force,0,1.56e-10,2.33e-07,306.0,551.0,,9.46,36.099999999999994,1.21e-09
force-save-2023.03.06-19.07.08.273.jpk-force,1,3.14e-07,4.93e-07,902.9999999999999,50.699999999999996,,9.209999999999999,121.99999999999999,7.61e-10
force-save-2023.03.06-19.10.36.343.jpk-force,0,1.59e-07,1.54e-06,2569.9999999999995,129.0,,9.17,60.8,1.47e-10
force-save-2023.03.06-19.12.42.130.jpk-force,4,6.81e-07,6.93e-07,905.9999999999999,142.0,,9.13,145.0,1.6e-09
force-save-2023.03.06-19.00.04.401.jpk-force,2,6e-07,6.69e-07,913.9999999999999,120.0,,9.11,135.0,1.31e-09
force-save-2023.03.06-18.57.15.246.jpk-force,0,7.43e-08,6.03e-07,711.9999999999999,1240.0,,9.1,37.4,8.86e-10
force-save-2023.03.06-19.25.49.875.jpk-force,0,2.3e-08,2.26e-07,423.99999999999994,52.800000000000004,,9.05,112.0,1.4e-09
force-save-2023.03.06-19.23.22.728.jpk-force,1,3e-07,4.93e-07,1769.9999999999998,21.7,,9.040000000000001,96.39999999999999,3.29e-10
force-save-2023.03.06-19.08.56.086.jpk-force,1,1.01e-07,3.18e-07,364.99999999999994,1190.0,,9.01,55.5,2.97e-09
force-save-2023.03.06-19.12.25.517.jpk-force,0,1.74e-11,3.76e-07,648.9999999999999,184.0,,8.99,39.0,3.49e-10
force-save-2023.03.06-19.00.46.535.jpk-force,4,6.05e-07,7.9e-07,1239.9999999999998,81.39999999999999,,8.97,116.0,6.16e-10
force-save-2023.03.06-18.58.43.344.jpk-force,3,8.3e-07,8.61e-07,1190.0,66.80000000000001,,8.93,228.0,1.65e-09
force-save-2023.03.06-18.57.36.569.jpk-force,1,7.55e-07,1.07e-06,1320.0,282.0,,8.870000000000001,114.0,1.18e-09
force-save-2023.03.06-19.26.00.957.jpk-force,0,2.65e-10,1.21e-07,340.99999999999994,71.5,,8.860000000000001,40.4,6.29e-10
force-save-2023.03.06-19.26.06.502.jpk-force,0,2.42e-08,2.4e-07,509.99999999999994,41.1,,8.83,112.0,1.11e-09
force-save-2023.03.06-19.45.32.903.jpk-force,0,9.6e-08,9.39e-07,1469.9999999999998,118.0,,8.82,80.2,3.71e-10
force-save-2023.03.06-19.07.13.800.jpk-force,2,2.85e-07,2.92e-07,415.99999999999994,164.0,,8.72,82.10000000000001,1.59e-09
force-save-2023.03.06-19.49.33.579.jpk-force,0,7.15e-08,6.92e-07,807.9999999999999,1840.0,,8.61,28.099999999999998,6.38e-10
force-save-2023.03.06-19.21.55.755.jpk-force,0,5.65e-08,5.52e-07,2439.9999999999995,28.2,,8.6,57.4,1.69e-10
force-save-2023.03.06-19.35.49.060.jpk-force,1,1.46e-07,2.93e-07,765.9999999999999,28.8,,8.51,113.0,7.72e-10
force-save-2023.03.06-19.12.42.130.jpk-force,3,6.47e-07,6.73e-07,846.9999999999999,182.0,,8.49,147.0,2e-09
force-save-2023.03.06-19.24.54.539.jpk-force,0,1.76e-08,1.72e-07,339.99999999999994,90.0,,8.469999999999999,58.3,8.94e-10
force-save-2023.03.06-19.13.04.413.jpk-force,3,5.35e-07,5.97e-07,763.9999999999999,183.0,,8.37,130.0,1.82e-09
force-save-2023.03.06-19.03.44.279.jpk-force,0,5.94e-08,5.87e-07,1089.9999999999998,37.1,,8.32,162.0,8e-10
force-save-2023.03.06-19.14.10.979.jpk-force,0,1.16e-07,1.16e-06,2370.0,207.0,,8.31,24.0,5.26e-11
force-save-2023.03.06-19.23.42.324.jpk-force,2,6.5e-07,7.59e-07,1030.0,113.0,,8.28,148.0,1.28e-09
force-save-2023.03.06-18.59.50.470.jpk-force,1,5.72e-07,7.47e-07,1430.0,57.1,,8.22,99.0,3.78e-10
force-save-2023.03.06-19.21.16.554.jpk-force,0,6.59e-08,5.42e-07,663.0,1300.0,,8.209999999999999,25.5,5.4e-10
force-save-2023.03.06-19.15.11.709.jpk-force,2,6.35e-07,6.7e-07,912.9999999999999,63.699999999999996,,8.17,259.0,2.44e-09
force-save-2023.03.06-19.36.00.134.jpk-force,1,1.19e-06,1.4e-06,2139.9999999999995,84.0,,8.15,122.99999999999999,4.03e-10
force-save-2023.03.06-19.10.55.853.jpk-force,0,2.09e-11,8.06e-07,1060.0,418.0,,8.15,47.5,4.59e-10
force-save-2023.03.06-18.59.22.442.jpk-force,4,8.33e-07,9.02e-07,1109.9999999999998,217.0,,8.1,148.0,1.77e-09
force-save-2023.03.06-19.45.41.420.jpk-force,0,5.88e-08,4.41e-07,595.0,460.0,,8.08,37.9,6.07e-10
force-save-2023.03.06-19.08.53.196.jpk-force,1,3.09e-07,3.26e-07,459.99999999999994,76.2,,8.069999999999999,183.0,3.19e-09
force-save-2023.03.06-19.25.10.910.jpk-force,1,5.02e-07,5.23e-07,713.9999999999999,220.0,,8.06,74.7,9.35e-10
force-save-2023.03.06-18.58.57.305.jpk-force,3,6.06e-07,7.32e-07,1709.9999999999998,22.9,,8.05,170.0,5.19e-10
force-save-2023.03.06-19.47.26.839.jpk-force,0,3.94e-08,3.85e-07,433.0,2510.0,,7.94,34.4,1.83e-09
force-save-2023.03.06-19.02.43.586.jpk-force,1,3.65e-07,1.73e-06,2699.9999999999995,86.0,,7.91,111.0,2.69e-10
force-save-2023.03.06-19.35.49.060.jpk-force,3,2.02e-06,2.52e-06,3609.9999999999995,102.0,,7.88,128.0,2.83e-10
force-save-2023.03.06-19.25.33.056.jpk-force,1,9.51e-07,1.38e-06,2060.0,80.7,,7.840000000000001,136.0,4.7e-10
force-save-2023.03.06-19.24.54.539.jpk-force,1,1.86e-07,2.8e-07,375.99999999999994,303.0,,7.73,58.50000000000001,1.43e-09
force-save-2023.03.06-19.31.37.300.jpk-force,1,4.88e-07,6.76e-07,870.9999999999999,746.0,,7.62,30.4,4.08e-10
force-save-2023.03.06-18.58.43.344.jpk-force,4,8.89e-07,1.08e-06,2380.0,42.5,,7.62,102.0,2.27e-10
force-save-2023.03.06-19.18.13.431.jpk-force,0,2.79e-07,7.08e-07,1729.9999999999998,104.0,,7.61,34.7,1.08e-10
force-save-2023.03.06-19.49.22.778.jpk-force,0,1.71e-07,1.7e-06,2330.0,193.0,,7.5200000000000005,83.8,3.34e-10
force-save-2023.03.06-19.06.24.127.jpk-force,7,5.97e-07,6.11e-07,747.9999999999999,135.0,,7.39,244.99999999999997,4.17e-09
force-save-2023.03.06-19.13.04.413.jpk-force,1,4.58e-07,4.94e-07,625.0,191.0,,7.359999999999999,135.0,2.4e-09
force-save-2023.03.06-19.03.44.279.jpk-force,1,6.42e-07,1.06e-06,1619.9999999999998,67.10000000000001,,7.359999999999999,153.0,6.45e-10
force-save-2023.03.06-18.58.21.027.jpk-force,1,2.47e-07,2.72e-07,364.99999999999994,110.0,,7.3,163.0,4.05e-09
force-save-2023.03.06-19.31.48.632.jpk-force,0,1e-07,9.96e-07,1259.9999999999998,441.0,,6.99,58.7,5.84e-10
force-save-2023.03.06-18.59.11.330.jpk-force,5,7.65e-07,7.73e-07,944.9999999999999,109.0,,6.8500000000000005,308.0,4.2e-09
force-save-2023.03.06-19.47.21.291.jpk-force,0,3.32e-10,2.69e-07,1329.9999999999998,54.4,,6.84,26.2,1.54e-10
force-save-2023.03.06-19.13.04.413.jpk-force,4,6.04e-07,6.22e-07,787.9999999999999,259.0,,6.8100000000000005,98.10000000000001,1.4e-09
force-save-2023.03.06-19.13.04.413.jpk-force,2,5.01e-07,5.24e-07,726.9999999999999,160.0,,6.55,94.19999999999999,1.09e-09
force-save-2023.03.06-19.15.11.709.jpk-force,3,6.77e-07,7.08e-07,962.0,110.0,,6.52,152.0,1.4e-09
force-save-2023.03.06-18.59.11.330.jpk-force,4,7.17e-07,7.57e-07,966.9999999999999,65.6,,6.49,367.0,4.05e-09
force-save-2023.03.06-19.06.10.587.jpk-force,4,5.96e-07,6.08e-07,739.0,212.0,,6.46,164.0,2.99e-09
force-save-2023.03.06-19.14.16.504.jpk-force,3,1.53e-06,1.78e-06,2669.9999999999995,81.7,,6.39,134.0,3.54e-10
force-save-2023.03.06-19.01.42.155.jpk-force,2,6.45e-07,6.55e-07,773.9999999999999,362.0,,6.29,129.0,2.59e-09
force-save-2023.03.06-19.23.42.324.jpk-force,1,6.02e-07,6.36e-07,949.9999999999999,51.1,,5.56,219.0,1.62e-09
